year,title,published_at,updated_at,category,nominee,artist,workers,img
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,Best Rock Or Rap Gospel Album,Live Revelations,Third Day,"Third Day, producers; Chris Biggs, David Jacques & Don McCollister, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Third%2BDay/Third%2520Day_1_1_1581551858.jpg?itok=vUbg7NPR
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,"Best Southern, Country, Or Bluegrass Gospel Album",Jason Crabb,Jason Crabb,"Paul Corley & Ben Fowler, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Jason%2BCrabb/Jason%2520Crabb_1_1_1581557998.jpg?itok=kXAxOT8q
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,Best Contemporary R&B Gospel Album,Audience Of One,Heather Headley,"Keith Thomas, producer; Jonathan Crone & Bill Whittington, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Heather%2BHeadley/Heather%2520Headley_1_1_1581553578.jpg?itok=ex84XVJO
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,Best Latin Pop Album,Sin Frenos,La Quinta Estación,"Armando Avila, producer; Armando Avila, Juan Carlos Moguel & Pepe Ortega, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/La%2BQuinta%2BEstaci%25C3%25B3n/La%2520Quinta%2520Estaci%25C3%25B3n_1_1_1581628767.jpg?itok=Q66Yx-Ix
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,"Best Latin Rock, Alternative Or Urban Album",Los De Atras Vienen Conmigo,Calle 13,"Rafael Arcante & Calle 13, producers; Iván Gutiérrez, Ramon Martinez, Edgardo Matta & Carlos Velázquez, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/calle13-spotlight-130489913.png?itok=J7RRDmDb
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,Best Tropical Latin Album,Ciclos,Luis Enrique,"Sergio George, producer; Carlos Alvarez, Juan Mario ""Mayito"" Aracil & Juan Cristobal Losada, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Luis%2BEnrique/Luis%2520Enrique_1_1_1581552336.jpg?itok=NYAg6KyW
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,Best Regional Mexican Album,Necesito De Ti,Vicente Fernández,"Manuel Cázares, producer; Gustavo Borner, Oscar Iglesias, Manuel Salazar & Sabas Sánchez, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Vicente%2BFernandez/Vicente%2520Fernandez_1_1_1592222005.jpg?itok=D_3nB9FL
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,Best Tejano Album,Borders Y Bailes,Los Texmaniacs,"Daniel Sheehy, producer; Pete Reiniger & Joe Treviño, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Los%2BTexmaniacs/Los%2520Texmaniacs_1_1_1583146139.jpg?itok=PH8PwfBq
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,Best Norteño Album,Tu Noche Con...Los Tigres Del Norte,Los Tigres Del Norte,"Los Tigres Del Norte, producers; Joseph Pope & Alfonso Rodenas, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Los%2BTigres%2BDel%2BNorte/Los%2520Tigres%2520del%2520Norte_1_1_1597052764.jpg?itok=xZ2kx4C0
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,Best Americana Album,Electric Dirt,Levon Helm,"Larry Campbell, producer; Justin Guip, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Levon%2BHelm/Levon%2520Helm_1_1_1581555751.jpg?itok=GOP_aP9I
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,Best Bluegrass Album,The Crow: New Songs For The Five-String Banjo,Steve Martin,"John McEuen, producer; Dae Bennett & Nick Sevilla, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Steve%2BMartin/Steve%2520Martin_1_1_1581553492.jpg?itok=JMNEF-0M
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,Best Traditional Blues Album,A Stranger Here,Ramblin' Jack Elliott,"Joe Henry, producer; Ryan Freeland, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Ramblin%2527%2BJack%2BElliott/Ramblin%2527%2520Jack%2520Elliott_1_1_1581555054.jpg?itok=cdYxsyiu
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,Best Contemporary Blues Album,Already Free,The Derek Trucks Band,"Chris Shaw, Bobby Tis & Marty Wall, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Chris%2BShaw/Chris%2520Shaw_1_1_1597165514.jpg?itok=nnoP21EE
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,Best Contemporary Folk Album,Townes,Steve Earle,"Steve Earle, producer; Steve Christensen & Ray Kennedy, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Steve%2BEarle/Steve%2520Earle_1_1_1581551765.jpg?itok=LmUVLYnM
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,Best Hawaiian Music Album,"Masters Of Hawaiian Slack Key Guitar, Volume 2",(Various Artists),"Peter DeAquino, Daniel Ho & Sterling Seaton, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Peter%2BDeAquino/Peter%2520deAquino_1_1_1581555811.jpg?itok=XZORHIcT
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,Best Native American Music Album,Spirit Wind North,Bill Miller,"Bill Miller & Mike von Muchow, producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Bill%2BMiller/Bill%2520Miller_1_1_1581553867.jpg?itok=3clmmR9T
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,Best Zydeco Or Cajun Music Album,Lay Your Burden Down,Buckwheat Zydeco,"Steven Maxwell Berlin, producer; David Farrell, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Buckwheat%2BZydeco/Buckwheat%2520Zydeco_1_1_1575372905.jpg?itok=_w_dvuKD
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,Best Reggae Album,Mind Control - Acoustic,Stephen Marley,"James ""Bonzai"" Caruso, Marc Lee & Greg Morris, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Stephen%2BMarley/Stephen%2520Marley_1_1_1576290546.jpg?itok=0510HhwF
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,Best Traditional World Music Album,Douga Mansa,Mamadou Diabate,"Mamadou Diabate, producer; Will Russell, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Mamadou%2BDiabate/Mamadou%2520Diabate_1_1_1597173135.jpg?itok=v6ehhpDk
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,Best Contemporary World Music Album,"Throw Down Your Heart: Tales From The Acoustic Planet, Vol. 3 - Africa Sessions",Béla Fleck,"Béla Fleck, producer; Robert Battaglia, Wellington Bowler & Dave Sinko, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/B%25C3%25A9la%2BFleck/B%25C3%25A9la%2520Fleck_1_1_1594758612.jpg?itok=REaYoNMC
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,Best Musical Album For Children,Family Time,Ziggy Marley,"Ziggy Marley & Don Was, producers; Ziggy Marley",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Ziggy%2BMarley/Ziggy%2520Marley_1_1_1578385064.jpg?itok=B83Wyv27
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,"Best Compilation Soundtrack Album For Motion Picture, Television Or Other Visual Media",Slumdog Millionaire,(Various Artists),"A.R. Rahman, producer; Vivianne Chaix, P A Deepak & H Sridhar, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/A.R.%2BRahman/A.R.%2520Rahman_1_1_1581609411.jpg?itok=IIDIx3IT
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,Best Classical Crossover Album,Yo-Yo Ma & Friends: Songs Of Joy And Peace,Yo-Yo Ma & Various Artists,"Steven Epstein, producer; Richard King, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Yo-Yo%2BMa/Yo-Yo%2520Ma_1_1_1581553648.jpg?itok=yLZy5PfU
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,Best Short Form Music Video,Boom Boom Pow,The Black Eyed Peas,"Mathew Cullen & Mark Kudsi, video directors; Javier Jimenez, Anna Joseph & Patrick Nugent, video producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Black%2BEyed%2BPeas/Black%2520Eyed%2520Peas_1_1_1594058090.jpg?itok=VWncfxay
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Record Of The Year,Please Read The Letter,Robert Plant & Alison Krauss,"T Bone Burnett, producer; Mike Piersante, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Robert%2BPlant/Robert%2520Plant_1_1_1591112980.jpg?itok=6LLLbn4I
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Album Of The Year,Raising Sand,Robert Plant & Alison Krauss,"T Bone Burnett, producer; Mike Piersante, engineer/mixer; Gavin Lurssen, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Robert%2BPlant/Robert%2520Plant_1_1_1591112980.jpg?itok=6LLLbn4I
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Dance Recording,Harder Better Faster Stronger,Daft Punk,"Thomas Bangalter & Guy-Manuel De Homem-Christo, producers; Thomas Bangalter & Guy-Manuel De Homem-Christo, mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Daft%2BPunk/Daft%2520Punk_1_1_1578385203.jpg?itok=hx6oiajd
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Traditional Pop Vocal Album,Still Unforgettable,Natalie Cole,"Natalie Cole & Gail Deadrick, producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Natalie%2BCole/Natalie%2520Cole_1_1_1591112950.jpg?itok=A9t_I3Ba
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Rock Album,Viva La Vida Or Death And All His Friends,Coldplay,"Markus Dravs, Brian Eno & Rik Simpson, producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Coldplay/Coldplay_1_1_1591112967.jpg?itok=lLCPutNO
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Alternative Music Album,In Rainbows,Radiohead,"Nigel Godrich, producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Radiohead/Radiohead_1_1_1591112885.jpg?itok=l2Pr-TrB
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best R&B Album,Jennifer Hudson,Jennifer Hudson,"Clive Davis & Larry Jackson, producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Jennifer%2BHudson/Jennifer%2520Hudson_1_1_1581554832.jpg?itok=5KxEp7oS
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Contemporary R&B Album,Growing Pains,Mary J. Blige,"Chris ""Tek"" O'Ryan, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Mary%2BJ.%2BBlige/Mary%2520J.%2520Blige_1_1_1578385686.jpg?itok=8LNddY-k
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Country Album,Troubadour,George Strait,"Tony Brown & George Strait, producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/George%2BStrait/George%2520Strait_1_1_1575360424.jpg?itok=bnxtediV
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best New Age Album,Peace Time,Jack DeJohnette,"Pablo Ben Surman & Jack DeJohnette, producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Jack%2BDeJohnette/Jack%2520DeJohnette_1_1_1581553554.jpg?itok=53hn1SWY
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Contemporary Jazz Album,Randy In Brasil,Randy Brecker,"Ruriá Duprat, producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Randy%2BBrecker/Randy%2520Brecker_1_1_1575373868.jpg?itok=9QxyBydg
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Jazz Vocal Album,Loverly,Cassandra Wilson,"Cassandra Wilson, producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Cassandra%2BWilson/Cassandra%2520Wilson_1_1_1581619641.jpg?itok=Q2Q4RQd0
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,"Best Jazz Instrumental Album, Individual or Group",The New Crystal Silence,Chick Corea & Gary Burton,"Gary Burton & Chick Corea, producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Chick%2BCorea/Chick%2520Corea_1_1_1578385141.jpg?itok=gpVAWwCc
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Rock Or Rap Gospel Album,Alive And Transported,TobyMac,"Tobymac & Dave Wyatt, producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/TobyMac/TobyMac_1_1_1598306051.jpg?itok=SpVwnS-G
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Pop/Contemporary Gospel Album,Thy Kingdom Come,CeCe Winans,"Danny Duncan, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/CeCe%2BWinans/CeCe%2520Winans_1_1_1581629168.jpg?itok=nuNQyGOJ
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Traditional Gospel Album,Down In New Orleans,The Blind Boys Of Alabama,"Chris Goldsmith, producer; Jimmy Hoyson, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Blind%2BBoys%2Bof%2BAlabama/Blind%2520Boys%2520of%2520Alabama_1_1_1575366367.jpg?itok=qYvCJB6l
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Contemporary R&B Gospel Album,The Fight Of My Life,Kirk Franklin,"Kirk Franklin & Harold Martin, producers; Chris Godbey, John Jaszcz, Ryan Moys & Tre Nagella, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Kirk%2BFranklin/Kirk%2520Franklin_1_1_1594733609.jpg?itok=ZJTAta8d
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Latin Pop Album,La Vida...Es Un Ratico,Juanes,"Juanes & Gustavo Santaolalla, producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Juanes/Juanes_1_1_1596248014.jpg?itok=tCm50Dlr
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Latin Rock Or Alternative Album,45,Jaguares,"Howard Willing, producer; Eduardo del Aguila, David Thoener & Howard Willing, engineers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Eduardo%2Bdel%2BAguila/Eduardo%2520del%2520Aguila_1_1_1581657327.jpg?itok=it3Y5Bbo
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Latin Urban Album,Los Extraterrestres,Wisin y Yandel,"Victor Martinez & Ernesto Padilla, producers; Mario So, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Wisin%2By%2BYandel/wisin%2520y%2520yandel_1_1_1581560935.jpg?itok=FSq-f57u
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Tropical Latin Album,Señor Bachata,José Feliciano,"Marco Hernández, producer; Carlos Alvarez, Marc Lee, Nelson Reyneri, Jr., Dichens Salcedo & Javier Valverde, engineers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Carlos%2BAlvarez/Carlos%2520Alvarez_1_1_1575374313.jpg?itok=OOAvTeWU
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Regional Mexican Album,Canciones De Amor,Mariachi Divas,"Alberto Jimenez Maeda, producer; Alberto Jimenez Maeda & Gilberto Morales, engineers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Mariachi%2BDivas%2BDe%2BCindy%2BShea/Mariachi%2520Divas%2520de%2520Cindy%2520Shea_1_1_1581557400.jpg?itok=wsySZtbw
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Tejano Album,Viva La Revolucion,Ruben Ramos & The Mexican Revolution,"Randy Caballero & Gilbert Velasquez, engineers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Randy%2BCaballero/Randy%2520Caballero_1_1_1581651502.jpg?itok=5wrc2bTr
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Norteño Album,Raíces,Los Tigres Del Norte,"Los Tigres Del Norte, producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Los%2BTigres%2BDel%2BNorte/Los%2520Tigres%2520del%2520Norte_1_1_1597052764.jpg?itok=xZ2kx4C0
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Banda Album,No Es De Madera,Joan Sebástian,"Joan Sebastian, producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Joan%2BSebastian/Joan%2520Sebastian_1_1_1575363475.jpg?itok=t94zHm_l
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Traditional Blues Album,One Kind Favor,B.B. King,"T Bone Burnett, producer; Mike Piersante, engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/bbking-spotlight-166779471.png?itok=TaNC-gCJ
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Contemporary Blues Album,City That Care Forgot,Dr. John And The Lower 911,"Jeff Jones ""The Jedi Master"", producer; Chris Finney, engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Dr.%2BJohn/Dr.%2520John_1_1_1578385151.jpg?itok=crgtmith
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Traditional Folk Album,At 89,Pete Seeger,"David Bernz, Jim Musselman & Pete Seeger, producers; Jonathon Dickau, engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Pete%2BSeeger/Pete%2520Seeger_1_1_1592492662.jpg?itok=a5mlzrMI
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Contemporary Folk/Americana Album,Raising Sand,Robert Plant & Alison Krauss,"T Bone Burnett, producer; Mike Piersante, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Robert%2BPlant/Robert%2520Plant_1_1_1591112980.jpg?itok=6LLLbn4I
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Hawaiian Music Album,Ikena,Tia Carrere & Daniel Ho,"Daniel Ho & Amy Ku'uleialoha Stillman, producers; Daniel Ho, engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Tia%2BCarrere/Tia%2520Carrere_1_1_1581623924.jpg?itok=T_aOBhjV
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Zydeco Or Cajun Music Album,Live At The 2008 New Orleans Jazz & Heritage Festival,BeauSoleil & Michael Doucet,"Woods Drinkwater & Eli Kelly, engineers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Michael%2BDoucet/Michael%2520Doucet_1_1_1597164949.jpg?itok=N16lwGtn
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Contemporary World Music Album,Global Drum Project,"Mickey Hart, Zakir Hussain, Sikiru Adepoju & Giovanni Hidalgo","Mickey Hart & Zakir Hussain, producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Mickey%2BHart/Mickey%2520Hart_1_1_1581555448.jpg?itok=Ry7qjabP
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Polka Album,Let The Whole World Sing,Jimmy Sturr And His Orchestra,"Joseph Donofrio, Kenneth R. Irwin & Tom Pick, producers; Joseph Donofrio, Kenneth R. Irwin, Dave Kowalski & Tom Pick, engineers; Mark Capps, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Dave%2BKowalski/Dave%2520Kowalski_1_1_1581612682.jpg?itok=FaBZYMZ8
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Musical Album For Children,Here Come The 123s,They Might Be Giants,"Pat Dillett & They Might Be Giants, producers; They Might Be Giants (Marty Beller, John Flansburgh, John Linnell, Dan Miller & Daniel Weinkauf)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/They%2BMight%2BBe%2BGiants/They%2520Might%2520Be%2520Giants_1_1_1594669699.jpg?itok=Q9qBWA5t
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,"Best Spoken Word Album (Includes Poetry, Audio Books & Story Telling)",An Inconvenient Truth (Al Gore),"Beau Bridges, Cynthia Nixon & Blair Underwood","Elisa Shokoff, producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Blair%2BUnderwood/Blair%2520Underwood_1_1_1581635889.jpg?itok=75yN-UyH
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Comedy Album,It's Bad For Ya,George Carlin,"George Carlin, producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/George%2BCarlin/George%2520Carlin_1_1_1581556826.jpg?itok=nNDxviTK
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,"Best Compilation Soundtrack Album For Motion Picture, Television Or Other Visual Media",Juno,(Various Artists),"Peter Afterman, Jason Reitman & Margaret Yen, producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Jason%2BReitman/Jason%2520Reitman_1_1_1597178890.jpg?itok=DiK1P1i5
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Classical Crossover Album,Simple Gifts,The King's Singers,"The King's Singers, producer; Gregg Jackman, engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/The%2BKing%2527s%2BSingers/The%2520King%2527s%2520Singers_1_1_1581560853.jpg?itok=EAUr4A0N
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Short Form Music Video,Pork And Beans,Weezer,"Mathew Cullen, video director; Bernard Rahill, video producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Weezer/Weezer_1_1_1595613286.jpg?itok=ckz1FlN6
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Long Form Music Video,Runnin' Down A Dream,Tom Petty & The Heartbreakers,"Peter Bogdanovich, video director; Skot Bright, Tony Dimitriades & George Drakoulias, video producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/tom_petty_spotlight_634661788.png?itok=gRB8hMEG
2007,50th Annual GRAMMY Awards  (2007),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,Record Of The Year,Rehab,Amy Winehouse,"Mark Ronson, producer; Tom Elmhirst, Samuel ""Vaughan"" Merrick, Dom Morley, Mark Ronson & Gabriel Roth, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Amy%2BWinehouse/Amy%2520Winehouse_1_1_1578384847.jpg?itok=E0x96uqF
2007,50th Annual GRAMMY Awards  (2007),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,Album Of The Year,River: The Joni Letters,Herbie Hancock,"Leonard Cohen, Norah Jones, Joni Mitchell, Corinne Bailey Rae, Luciana Souza & Tina Turner, featured artists; Herbie Hancock & Larry Klein, producers; Helik Hadar, engineer/mixer; Bernie Grundman, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Herbie%2BHancock/Herbie%2520Hancock_1_1_1596790289.jpg?itok=b1MAcr9T
2007,50th Annual GRAMMY Awards  (2007),2017-11-28T00:03:45-08:00,2019-09-10T01:06:59-07:00,Best Pop Instrumental Album,The Mix-Up,Beastie Boys,"Michael Diamond, Adam Horovitz & Adam Yauch, producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Beastie%2BBoys/Beastie%2520Boys_1_1_1575359161.jpg?itok=w3Sud-IR
